#Position (bp)	Coverage
1342779.5	156.6059344091619
1354305.5	163.2688703800104
1365831.5	149.61808086066284
1377357.5	163.21915668922435
1388883.5	152.18835675863266
1400409.5	158.44811730001734
1409286.5	160.7010276172126
1415049.5	189.43865609664024
1423461.5	190.90126670137082
1434987.5	201.62380704494188
1446513.5	174.27199375325353
1458039.5	177.1764705882353
1469565.5	185.01240673260455
1481091.5	184.5105847648794
1492617.5	168.8784487246226
1504143.5	165.34218289085547
1515669.5	181.88547631441958
1527195.5	186.7387645323616
1538721.5	178.56515703626584
1550247.5	170.7075307999306
1558223.5	246.96610935381835
1563986.5	186.44352112676057
1573299.5	153.4229567933368
1584825.5	192.12094395280235
1596351.5	168.02680895366996
1607877.5	167.4111573833073
1619403.5	176.98178032274856
1630929.5	174.73945861530453
1642455.5	166.53366302273122
1653981.5	154.54685059864653
1665507.5	167.2322575047718
1677033.5	169.0248134652091
1688559.5	182.3365434669443
1694522.5	183.0875
1700285.5	158.30451195398166
1711611.5	155.78240499739718
1723137.5	174.19278153739373
1734663.5	177.7549019607843
1746189.5	171.74570536179073
1757715.5	176.74648620510152
1769241.5	184.20249869859447
1780767.5	165.15686274509804
1792293.5	184.92876973798369
1803819.5	177.04476834981782
1815345.5	167.50268957140378
1824447.0	186.1621985921821
1830210.0	186.39100845535162
1838397.5	181.88582335589103
1849923.5	176.7084851639771
1861449.5	184.5259413499913
1872975.5	189.36283185840708
1884501.5	198.4297241020302
1896027.5	184.1177338191914
1907553.5	184.98646538261323
1919079.5	187.20406038521602
1930605.5	186.03019260801665
1942131.5	184.09213951067153
1953657.5	191.33489501995487
1959906.5	190.13991769547326
1965669.5	189.5150653780557
1976709.5	187.19130661114002
1988235.5	192.5131875759153
1999761.5	177.63751518306438
2011287.5	177.25802533402742
2022813.5	194.18219677251432
2034339.5	185.47319104633004
2045865.5	183.53722019781364
2057391.5	171.92052750303662
2068917.5	159.42833593614438
2080443.5	174.18072184626064
2087848.5	203.57856272838004
2093611.5	207.03846153846155
2103495.5	181.13777546416796
2115021.5	185.6677945514489
2126547.5	191.9757070969981
2138073.5	182.16241540864132
2149599.5	183.17820579559256
2161125.5	199.31181676210306
2172651.5	171.32483081728267
2184177.5	188.59960090230783
2195703.5	184.72011105327087
2201671.5	96.20731707317073
2207434.5	171.21932349766104
2218755.5	169.20857192434497
2230281.5	162.1018566718723
2241807.5	171.77329515877148
2253333.5	181.17586326566024
2264859.5	174.10376539996528
2276385.5	162.816328301232
2287911.5	176.1839319798716
2299437.5	182.64141939961826
2309404.0	175.08873557749496
2315167.0	507.85572298813725
2322489.5	184.8394065590838
2334015.5	186.13925039042167
2345541.5	195.29793510324484
2357067.5	179.7852680895367
2368593.5	197.59222627103938
2380119.5	178.9397883047024
2391645.5	190.73052229741455
2403171.5	189.06203366302273
2414476.5	183.17980873330927
2420239.5	111.73755656108597
2426223.5	158.4229567933368
2437749.5	149.80557001561687
2449275.5	154.6634565330557
2460801.5	156.1150442477876
2472327.5	161.51500954364047
2483853.5	148.98334200937012
2495379.5	160.64697206316154
2506905.5	164.65243796633698
2514128.5	147.37328767123287
2519891.5	177.69509644434115
2529957.5	193.8579732778067
2541483.5	180.51891376019435
2553009.5	186.27485684539303
2564535.5	183.7532535137949
2576061.5	187.34591358667362
2587587.5	203.32075307999307
2598605.0	176.12541630982966
2604368.0	209.93411996066862
2610639.5	178.84226965122332
2622165.5	178.00633350685408
2633691.5	158.31277112614958
2645217.5	184.80418184973104
2656743.5	210.220024292903
2668269.5	192.70952628839146
2679795.5	180.3420961304876
2687991.0	190.1469681397739
2693754.0	187.56553070109592
2702847.5	170.67195904910636
2714373.5	178.88625715773034
2725899.5	183.78127711261496
2737425.5	186.74735380878016
2748951.5	182.14193996182544
2760477.5	174.556133958008
2769856.0	176.24381136772232
2775619.0	157.8149010477299
2783529.5	182.045288912025
2795055.5	175.55040777372895
2806581.5	161.12762450112788
2818107.5	167.952802359882
2829633.5	161.5693215339233
2841159.5	166.23286482734687
2847329.0	191.8019680196802
2853092.0	185.33865397180995
2864211.5	197.05179593961478
2875737.5	194.31467985424257
2887263.5	201.8680374804789
2898789.5	189.53409682457053
2909231.5	190.6737550758709
2914994.5	209.82149446494466
2921841.5	161.01483602290475
2933367.5	155.42460524032623
2944893.5	168.86335242061426
2956419.5	171.2626236335242
2967945.5	180.91601596390768
2976583.0	158.25273960688816
2982346.0	187.7611216894582
2990997.5	187.14115911851465
3002523.5	174.15694950546592
3014049.5	186.79576609404825
3025575.5	177.9653826132223
3037101.5	207.81259760541386
3043289.0	251.87868080094228
3049052.0	164.7838344104149
3060153.5	182.30192608016657
3071679.5	163.94594829082075
3083205.5	165.35996876626757
3094731.5	162.59838625715773
3104199.0	165.4543123228506
3109962.0	259.71314063638573
3117783.5	182.75689744924517
3129309.5	182.57070969980913
3140835.5	180.41835849384
3152361.5	168.267221933021
3163887.5	164.3671698768003
3170696.5	181.69455066921606
3176459.5	187.38371846512615
3186939.5	163.8659552316502
3198465.5	168.06047197640117
3209991.5	152.92287003296894
3221517.5	184.37107409335417
3228492.5	161.13242574257427
3234255.5	181.85805317512634
3244569.5	190.389033489502
3256095.5	190.49566198160682
3267621.5	194.75021690091967
3279147.5	193.29515877147318
3285591.0	214.36737692872887
3291354.0	178.14648303000493
3302199.5	163.42573312510845
3313725.5	200.96720458094742
3325251.5	190.75186534790907
3336130.0	163.50806372788583
3341893.0	141.0957528957529
3348303.5	196.01379489849037
3359829.5	192.22783272601075
3371355.5	170.85806003817456
3382881.5	192.90812077043208
3392397.0	169.10046635576282
3398160.0	161.37428500373042
3405933.5	172.8844351900052
3417459.5	175.2852680895367
3428985.5	209.92512580253342
3440511.5	198.42677424952282
3448256.5	198.80650857719476
3454019.5	185.3319227717535
3463563.5	206.08268263057434
3475089.5	188.44941870553532
3486615.5	194.36144369252125
3496129.0	167.03572856952405
3501892.0	160.36173913043478
3509667.5	189.7079646017699
3521193.5	189.90525767829254
3532719.5	178.60576088842618
3543594.5	178.23699139280126
3549357.5	155.98694316436251
3555771.5	173.28891202498698
3567297.5	155.4692000694083
3578823.5	149.83645670657643
3590096.0	149.32026499682368
3595859.0	160.71400394477317
3601875.5	162.74596564289433
3613401.5	169.45627277459656
3624927.5	164.6752559430852
3636440.0	165.88216366640577
3642203.0	27.25925925925926
3647979.5	185.58250910983864
3659505.5	172.40048585806005
3671031.5	168.63343744577477
3682402.0	182.45483727151137
3688165.0	71.26366559485531
3694083.5	196.1897449245185
3705609.5	202.18063508589276
3717135.5	208.97796286656256
3726126.5	214.83255885997522
3731889.5	198.1465483234714
3740187.5	193.60376539996528
3751713.5	192.51865347909074
3763239.5	182.73937185493668
3769766.0	158.33005893909626
3775529.0	202.28602860286028
3786291.5	166.68462606281452
3797817.5	165.84773555439875
3807511.5	184.1754006614093
3813274.5	174.94596069868996
3820869.5	156.7212389380531
3832395.5	157.30183931979872
3843921.5	181.88599687662676
3850665.5	201.56523955147807
3856428.5	169.37693433709745
3866973.5	151.9896755162242
3878499.5	146.64818670831164
3885752.0	155.3413897280967
3891515.0	172.41979641979643
3901551.5	162.86352594135
3913077.5	180.2005032101336
3920656.5	160.54295154185021
3926419.5	186.4963263237902
3936129.5	181.08597952455318
3947655.5	177.46928682977617
3955030.5	159.9485111662531
3960793.5	199.1273187183811
3970707.5	205.98473017525595
3982233.5	193.02351205969114
3989078.5	220.8558225508318
3994841.5	175.5440076906644
4005285.5	169.41341315287175
4016811.5	171.46711782057955
4023046.5	152.88983050847457
4028809.5	173.0165375165375
4039863.5	177.12077043206662
4050983.0	148.27573975543731
4056746.0	188.69249692496925
4062915.5	170.4039562727746
4074441.5	187.0984730175256
4084085.0	195.02551217626595
4089848.0	194.0191235059761
4097493.5	211.6892243623113
4109019.5	173.892850945688
4116817.5	140.61990171990172
4122580.5	180.69112124463518
4132071.5	188.56454971369078
4143328.0	191.83871848548284
4149091.0	157.47309833024119
4155123.5	166.68714211348257
4166649.5	175.5347041471456
4175419.5	192.83821084137014
4181182.5	190.24165457184324
4189701.5	186.60341835849383
4201227.5	187.1398577129967
4207274.0	171.1657848324515
4213037.0	174.65243179122183
4224279.5	181.9727572444907
4232153.0	209.94835347074152
4237916.0	169.09869952087612
4247331.5	153.42937706055875
4256837.0	169.96726786907146
4262600.0	188.47240781984658
4270383.5	169.81398577129968
4280352.5	184.56062767475035
4286115.5	183.27938342967244
4293435.5	169.99488113829602
4303591.5	169.21113134532212
4309354.5	175.47007299270072
4316487.5	153.29619989588755
4324901.5	172.36043002640514
4330664.5	169.47927377892032
4339539.5	167.34305049453408
4345655.5	168.671388101983
4351418.5	164.13687615526803
4360251.0	165.23929875821767
4366014.0	191.7500534073916
4374117.5	165.8350685406906
4380164.5	135.68309859154928
4385927.5	188.9645920788465
4393174.5	158.80797511312218
4398937.5	195.63441802252817
4405499.5	196.675301908843
4411262.5	151.6706821026283
4417731.0	167.93812070282658
4423494.0	211.1270829150773
4429935.5	183.0192356365477
4435698.5	137.28918322295806
4442113.0	169.366865833786
4447876.0	174.6350710900474
4453856.0	168.33717190579935
4459619.0	170.35029146793852
4464860.0	162.556369982548
4470623.0	189.8113271920846
4475257.5	170.13505837803723
4481020.5	168.37432536622975
4485226.5	180.45223325062034
4490887.5	205.36082983452704
4495038.5	168.19607843137254
4498921.5	164.72970113726527
4504684.5	179.02800201816348
4508036.5	168.95912408759125
4512601.5	167.67668231611893
4516994.5	299.14190317195323
4519985.0	317.74170153417015
4524315.0	102.44610837438424
4528285.5	140.35973482205165
4530581.0	160.72811594202898
4533625.0	188.3339445335778
4537940.0	200.4237168971174
4540659.0	207.80273270708796
4542775.0	171.7856909506697
4545914.0	174.4914516630401
4549066.5	173.57189119170985
4551690.5	160.94675925925927
4553233.0	133.05621621621623
4555163.5	1674.4386920980926
4558066.5	149.02543554006968
4560787.5	191.08942457231726
4563185.0	217.9775078722447
4564358.0	109.23577235772358
4565409.0	177.19757453259223
4567375.0	151.984126984127
4569248.0	172.44506413831567
4571040.5	181.86495535714286
4572787.5	1581.1962397179789
4574486.5	187.3366745283019
4575578.5	176.5266393442623
4576332.5	170.84019607843138
4577530.0	246.0
4578889.0	633.343261355175
4580197.5	164.60753532182105
4581439.5	1205.1760330578513
4582648.0	209.13587406793704
4583818.0	320.11209179170345
4584946.5	2274.7304270462632
4586067.0	986.8111011638317
4586987.0	397.2351313969571
4587502.5	353.69805194805195
4588080.5	250.93514150943398
4588891.0	253.16429495472187
4589653.0	325.72170439414117
4590381.5	1817.715297450425
4591064.0	271.50379362670714
4591723.0	145.89529590288316
4592352.5	606.3483333333334
4592940.5	1487.4809027777778
4593511.5	679.4063604240283
4594076.0	189.5417406749556
4594628.5	150.81918819188192
4595165.0	306.12241054613935
4595673.5	296.179012345679
4596145.0	144.51422319474835
4596582.0	114.03357314148681
4596960.5	310.1470588235294
4597299.0	127.97626112759644
4597634.5	130.62275449101796
4597965.5	92.3780487804878
4598280.0	99.14285714285714
4598575.0	156.8477508650519
4598797.0	118.41290322580645
4598940.0	146.51908396946564
4599146.0	228.8185053380783
4599424.5	294.2608695652174
4599700.5	184.05797101449275
4599974.5	102.9779411764706
4600238.5	528.92578125
4600494.5	1.16796875
4600746.5	1.1975806451612903
4600993.0	1.2122448979591838
4601237.0	213.34567901234567
4601477.0	63.67932489451477
4601713.0	1.2638297872340425
4601947.0	1.2789699570815452
4602175.0	111.94170403587444
4602396.0	296.47945205479454
4602614.5	43.830275229357795
4602829.5	129.79245283018867
4603039.5	86.70192307692308
4603246.5	111.4368932038835
4603452.0	146.54146341463414
4603657.0	98.43414634146342
4603859.5	138.695
4604059.5	61.38
4604259.0	297.47738693467335
4604455.0	72.53886010362694
4604647.5	64.80729166666667
4604839.0	276.9267015706806
4605027.5	75.46236559139786
4605206.0	82.28070175438596
4605376.0	44.23076923076923
4605543.5	66.18072289156626
4605706.0	109.08176100628931
4605863.0	142.45806451612904
4606018.0	81.39354838709677
4606172.5	68.12337662337663
4606326.5	59.83116883116883
4606480.0	65.0718954248366
4606633.0	43.666666666666664
4606785.0	74.78807947019868
4606933.5	40.43150684931507
4607077.5	16.330985915492956
4607219.5	45.936619718309856
4607361.0	9.092198581560284
4607497.5	3.6515151515151514
4607626.5	16.19047619047619
4607749.5	103.23333333333333
4607869.0	110.42857142857143
4607988.0	62.78991596638655
4608107.0	80.90756302521008
4608225.0	23.752136752136753
4608340.0	14.442477876106194
4608452.5	40.535714285714285
4608561.0	0.0
4608663.5	1.8
4608763.5	3.0
4608861.0	2.1473684210526316
4608953.5	0.0
4609042.5	0.0
4609130.5	0.0
4609218.0	2.793103448275862
4609304.5	0.0
4609390.0	7.105882352941176
4609475.0	0.0
4609560.0	0.0
4609645.0	0.0
4609729.0	0.0
4609811.0	0.0
4609891.0	0.0
4609969.5	78.0
4610047.5	52.73076923076923
4610125.5	0.0
4610203.5	0.0
4610281.5	0.0
4610359.5	0.0
