#Position (bp)	insert size
1827788.0	269.6562727935813
1839393.0	264.0299138606108
1850998.0	263.5289598108747
1862603.0	267.8431990827003
1874208.0	874.4124719461366
1885813.0	266.3070678127985
1897418.0	261.3228567212631
1909023.0	260.7993513818387
1920628.0	263.6313439499926
1932233.0	264.6605801796495
1943838.0	265.74294205052007
1955443.0	266.6919431279621
1967048.0	263.6690844616377
1978653.0	264.5824578159822
1990258.0	265.07225523928685
2001863.0	323.1603227771011
2013468.0	263.69764782750735
2025073.0	264.9903618030842
2036678.0	259.04359251816356
2048283.0	260.6867570969095
2059888.0	258.3975566676479
2071493.0	5573.795150915388
2083098.0	472.473597586065
2094703.0	259.1835433654559
2106308.0	11683.283519954062
2117913.0	266.6135807797439
2129518.0	269.25482174167155
2141123.0	261.7113340320407
2152728.0	264.99358541526
2164333.0	260.7935995302407
2175938.0	257.6968011126565
2187543.0	256.6362732566397
2199148.0	604.7722092343658
2210753.0	262.78271272618514
2222358.0	266.2243693760142
2233963.0	264.8851851851852
2245568.0	262.1992192945769
2257173.0	267.1917893106119
2268778.0	264.495166163142
2280383.0	267.7105057147331
2291988.0	3113.742145178765
2303593.0	258.30853253126486
2315198.0	264.9317211948791
2326803.0	261.5975759226474
2338408.0	261.98421527360193
2350013.0	263.7958086309113
2361618.0	259.95452464520065
2373223.0	917.0680774278215
2384828.0	454.23407812737497
2396433.0	259.07560087399855
2408038.0	261.71338789827536
2419643.0	264.0239227756016
2431248.0	266.90524699972093
2442853.0	267.38569157392686
2454458.0	264.68395317824866
2466063.0	254.1568461212378
2477668.0	261.84672245467226
2489273.0	263.75035201351733
2500878.0	264.7317487266553
2512483.0	265.10926499577585
2524088.0	265.56789092932667
2535693.0	268.50707405177604
2547298.0	266.3516699410609
2558903.0	489.15046728971964
2570508.0	260.21959706959706
2582113.0	263.11511541325393
2593718.0	259.4471755066839
2605323.0	260.7038367581549
2616928.0	260.09041394335514
2628533.0	262.705873693508
2640138.0	268.270308320428
2651743.0	265.80988000623347
2663348.0	264.42287543655414
2674953.0	264.09966297544537
2686558.0	263.7766704098821
2698163.0	263.7614692010862
2709768.0	260.42825392415614
2721373.0	263.57026743576296
2732978.0	426.11359102244387
2744583.0	262.03311892705625
2756188.0	263.76284316390326
2767793.0	256.02602957350604
2779398.0	249.8159747162764
2791003.0	262.1091317605521
2802608.0	261.2075228832952
2814213.0	264.6218728639781
2825818.0	261.7670153317094
2837423.0	262.69050593379137
2849028.0	263.8080468178493
2860633.0	265.3295970488082
2872238.0	269.0582763337893
2883843.0	264.30367530407193
2895448.0	266.70216208265924
2907053.0	260.8330484330484
2918658.0	264.4676663542643
2930263.0	267.01864270386267
2941868.0	396.683968640173
2953473.0	419.2921460019883
2965078.0	264.52983597285066
2976683.0	261.0439371948806
2988288.0	243.06765085280207
2999893.0	2362.383876640065
3011498.0	265.95765345765346
3023103.0	266.73476502579837
3034708.0	264.34227998304846
3046313.0	263.7722921225383
3057918.0	266.80945406125164
3069523.0	265.46804633606666
3081128.0	262.0483870967742
3092733.0	267.4238019858972
3104338.0	689.153474236773
3115943.0	257.7247025892232
3127548.0	266.9495950851717
3139153.0	257.6803857647378
3150758.0	268.93365065628154
3162363.0	269.6573928008031
3173968.0	263.09370938393556
3185573.0	1098.871124154651
3197178.0	266.23829201101927
3208783.0	265.32998276852385
3220388.0	260.55758347481606
3231993.0	262.7783595113438
3243598.0	261.5374358974359
3255203.0	265.2342039982489
3266808.0	254.42421538003867
3278413.0	263.2307243842005
3290018.0	262.95719577445465
3301623.0	264.0630092341119
3313228.0	267.02383393131726
3324833.0	266.5044517934368
3336438.0	265.97183684794675
3348043.0	266.62877969762417
3359648.0	392.25758001122966
3371253.0	259.6618734041123
3382858.0	267.5778207429913
3394463.0	265.3365066772445
3406068.0	267.6451362873014
3417673.0	263.791560616209
3429278.0	260.0520204894707
3440883.0	264.75076885225735
3452488.0	259.50372145830704
3464093.0	263.2137424600052
3475698.0	261.25329505415635
3487303.0	264.46228778179795
3498908.0	475.6500195592646
3510513.0	262.9946963670114
3522118.0	275.43604401886523
3533723.0	397.25344197808374
3545328.0	259.5669890393295
3556933.0	265.67628016480285
3568538.0	265.37637142092586
3580143.0	258.54041666666666
3591748.0	262.80563002680964
3603353.0	262.80671764882294
3614958.0	263.09864546525324
3626563.0	253.89086987778578
3638168.0	252.92921195652173
3649773.0	259.72922356613344
3661378.0	257.28937242934853
3672983.0	268.22287180949667
3684588.0	349.9954325631381
3696193.0	263.0263020151793
3707798.0	264.3542299898683
3719403.0	260.998191681736
3731008.0	263.9131957473421
3742613.0	262.3125730994152
3754218.0	259.8285117804951
3765823.0	252.2847419171866
3777428.0	262.91334598355473
3789033.0	261.7972411945895
3800638.0	243.50707809766183
3812243.0	265.06280193236717
3823848.0	265.83092525701585
3835453.0	259.49428208386274
3847058.0	266.2205790784558
3858663.0	262.4562418631564
3870268.0	264.9563793555148
3881873.0	261.4450704225352
3893478.0	261.6279366700715
3905083.0	262.6788398154252
3916688.0	259.6876315463662
3928293.0	262.6986225128705
3939898.0	261.3637142158062
3951503.0	260.054821664465
3963108.0	357.9304994954591
3974713.0	265.11150684931505
3986318.0	263.1453726453726
3997923.0	263.3494969256568
4009528.0	260.48591549295776
4021133.0	267.25198517734253
4032738.0	264.7551761226136
4044343.0	262.82092960773775
4055948.0	265.7919445869677
4067553.0	260.5435924369748
4079158.0	261.7206015817451
4090763.0	267.9500934848267
4102368.0	265.31678129298484
4113973.0	266.9326057298772
4125578.0	264.5738675478452
4137183.0	263.43344068706386
4148788.0	265.80328553529165
4160393.0	268.03535940121304
4171998.0	258.7749618678869
4183603.0	264.8358333333333
4195208.0	267.18670792808723
4206813.0	261.36740146960585
4218418.0	266.0482788798133
4230023.0	258.86892670875653
4241628.0	264.9014104778353
4253233.0	263.1446309182699
4264838.0	256.02507748661594
4276443.0	264.6090379008746
4288048.0	265.4796021334871
4299653.0	259.5980606391696
4311258.0	262.60157255182276
4322863.0	263.44205739375883
4334468.0	264.52658817440806
4346073.0	261.57161340406265
4357678.0	260.8918606146329
4369283.0	263.6922249125639
4380888.0	266.88116534628165
4392493.0	263.3293492695883
4404098.0	268.8853744608548
4415703.0	265.55082243779
4427308.0	261.32375660658624
4438913.0	265.741186345831
4450518.0	262.62201609603056
4462123.0	265.49248464253037
4473728.0	256.75433802432025
4485333.0	266.8322491349481
4496938.0	255.15696502667458
4508543.0	259.5385994263862
4520148.0	262.36602406520893
4531753.0	262.8967205090553
4543358.0	258.20562248995986
4554963.0	260.26713323649807
4566568.0	264.7999403697078
4578173.0	264.400865076043
4589778.0	259.2672080947943
4601383.0	261.58265506595563
4612988.0	264.14646464646466
4624593.0	265.7279586418891
4636024.0	253.7402884049441
